Value
Karomia
Kerriochloa
Keteleeria
Khaya
Kibatalia
Kinabaluchloa
Knema
Koilodepas
Kopsia
Korthalsia
Kummerowia
Kydia
Kyllinga
Lablab
Lactuca
Lagenaria
Lagerstroemia
Laggera
Lannea
Lantana
Laportea
Lasiococca
Launaea
Lawsonia
Lecanthus
Leea
Leersia
Lemmaphyllum
Lemna
Leonotis
Leonurus
Lepidosperma
Lepironia
Lepisanthes
Lepisorus
Lepistemon
Leptaspis
Leptochilus
Leptochloa
Leptomischus
Leptopus
Lespedeza
Leucaena
Leucas
LeucocasiaSchott(1857)
Leucomeris
Leucosceptrum
Licuala
Ligularia
Lilium
Limnophila
Limnophyton
Lindenbergia
Lindera
Linum
Liparis
Lipocarpha
Liquidambar
Liriodendron
Lithocarpus
Litsea
Livistona
Lobelia
Lomariopsis
Lonicera
Lophatherum
Loxogramme
Loxostigma
Ludwigia
Luffa
Luisia
Luzula
Lycianthes
Lycopersicon
Lycopodium
Lycoris
Lygodium
Lyonia
Lysimachia
Lysionotus
Lúa
Macaranga
Machaerina
Machilus
Maclura
Macropanax
Macroptilium
Macrosolen
Madhuca
Maesa
Magnolia
Mahonia
Malleola
Mallotus
Malpighia
Malvastrum
Mangifera
Manglietia
Manihot
Manilkara
Mapania
Maranta
Markhamia
Marsdenia
Marsilea
Matricaria
Mecopus
Medicago
Medinilla
Meiogyne
Meistera
Melanolepis
Melanthera
Melastoma
Melientha
Melinis
Melissa
Melocalamus
Melochia
Melodinus
Mentha
Merremia
Michelia
Microcarpaea
Microchirita
Microcos
Microlepia
Micropera
Microsaccus
Microsorum
Microstegium
Microtropis
Millettia
MillingtoniaL.f.
Mimosa
Miscanthus
Mischocarpus
Misopates
Mitrasacme
Mitrephora
Mnesithea
Momordica
Monochoria
Monolophus
Monomeria
Monoon
Monotropastrum
Montanoa
Morus
Mosla
Mucuna
MuntingiaL.
Murdannia
Musa
Myosoton
Myriactis
Myrica
Myriopteron
Myristica
Myrmecodia
Myrsine
Mytilaria
Nageia
Najas
Nanhaia
Nannoglottis
Narcissus
Neanotis
Neoalsomitra
Neocheiropteris
Neocinnamomum
Neodistemon
Neolitsea
Nephelaphyllum
Nephelium
Nephrolepis
Nervilia
"NeustanthusBenth., 1852[1]"
Neuwiedia
Newmania
Nicotiana
Nolina
Nopalea
Nosema
Nothaphoebe
Nymphaea
Oberonia
Ochna
Ocimum
Odontadenia
Odontochilus
Oeceoclades
Oenanthe
Olax
Olea
Oncosperma
Onychium
Ophiopogon
Ophrestia
Opuntia
Orchidantha
Oreocharis
Oreocnide
Ormosia
Oropetium
Orthosiphon
Oryza
Osbeckia
Osmanthus
"OsmundastrumC.Presl, 1847"
Ostodes
Otochilus
Ottelia
Oxalis
Oxyspora
Pachira
Pachystoma
Padbruggea
Paeonia
Palaquium
Panax
Pandanus
Panicum
Panisea
Pantadenia
Papaver
Paphiopedilum
Papilionanthe
Paraboea
Paralamium
Paranephelium
Paraphlomis
Parashorea
Paris
Parkinsonia
Parsonsia
Paspalum
Passiflora
Patrinia
Paulownia
Pecteilis
Pelargonium
Pelatantheria
Peliosanthes
Pellacalyx
Pellionia
Pemphis
Pennisetum
Pentapetes
Pentaphylax
Peperomia
Pereskia
Perilla
Peristylus
Perotis
Persicaria
Petrea
Petrosavia
Petroselinum
Phacellaria
Phaius
Phalaenopsis
Phalaris
Phaseolus
Phlox
Phoebe
Phoenix
Pholidota
Phragmites
Phreatia
Phrynium
Phyla
Phyllagathis
Phyllanthus
PhyllanthusL.
Phyllodium
Phyllostachys
Phymatosorus
Physalis
Picrasma
Pieris
Pilea
Pileostegia
Pimpinella
Pinanga
Pinus
Piper
Pittosporum
Plagiogyria
Planchonella
Plantago
Platanthera
Platycarya
Platycerium
Plectocomia
Plectocomiopsis
Pleione
Plenasium
Pluchea
Plumeria
Poa
Podocarpus
Podochilus
Pogonatherum
Pogostemon
Poikilospermum
Polianthes
Pollia
Polyalthia
Polygala
Polygonatum
Polygonum
Polypodium
Polyscias
Polystichum
Polytoca
PolytriasHack.
Pomatocalpa
Pongamia
Popowia
Porpax
Portulaca
Potamogeton
Pothos
Pottsia
Pouteria
Pouzolzia
Premna
Primula
Primulina
Pronephrium
Prunella
Pseudechinolaena
Pseudodracontium
Pseudoraphis
Pseudosasa
Pseudosorghum
Pseudoxytenanthera
Psilotrichum
Psophocarpus
Pteris
Pterocarpus
Pterocaulon
Pteroceras
Pterolobium
Pterospermum
Pterygocalyx
Pueraria
Punica
Pycnospora
Pycreus
Pyrostegia
Pyrrosia
Pyrularia
Quassia
Quercus
Quisqualis
Radermachera
Radiogrammitis
Raphistemma
Rauvolfia
Rehderodendron
Rehmannia
Remusatia
Renanthera
Rhaphidophora
Rhapis
Rheum
Rhinacanthus
Rhododendron
Rhodoleia
"RhoipteleaDiels& Hand.-Mazz.,1932"
Rhus
Rhynchosia
RhynchospermumReinw.1825 not Lindl. 1846 (Apocynaceae)
Rhynchospora
Rhynchostylis
Rhynchotechum
Ricinus
Rinorea
Rorippa
Rotheca
Rothmannia
Rourea
Roureopsis
Rubia
Ruellia
Rumex
Russelia
Saccharum
Sacciolepis
Sagina
Salacca
Salix
Salvia
Sanicula
Sansevieria
Santalum
Sapindus
Saraca
Sarcodum
Sarcosperma
Sargentodoxa
Saurauia
Sauropus
Saururus
Saussurea
Saxifraga
Scaevola
Schefflera
Schima
Schismatoglottis
Schizachyrium
Schizostachyum
Schleichera
Schoenorchis
Schoenus
Sciaphila
Scindapsus
Scirpus
Scleria
Scleroglossum
Scolopia
Scoparia
Scrophularia
Scutellaria
Secamone
Sedum
Sehima
Selaginella
Selliguea
Senecio
Senna
Sesbania
Sesuvium
Setaria
Shorea
Shortia
Shuteria
Sicyos
Sida
Sideroxylon
Sigesbeckia
Siliquamomum
Silybum
Sindora
Sinobambusa
Sinocalamus
Siphonodon
Sloanea
Smilax
Smithia
Smitinandia
Solanum
Solidago
Soliva
Sonchus
Stachyphrynium
Stauntonia
Staurochilus
Staurogyne
Stellaria
Stemodia
Stemona
Stenochlaena
Stenotaphrum
Stephania
Sterculia
Stereochilus
Stereospermum
Steudnera
Stevia
Stixis
Streblus
Streptocaulon
Striga
Strobilanthes
Strophanthus
Struchium
Strychnos
Stylidium
Styrax
SumbaviopsisJ.J.Sm.
Sunipia
Suregada
Swertia
Symphytum
Symplocos
Syringodium
Syzygium
Tabebuia
Tabernaemontana
Tacca
Tadehagi
Taeniophyllum
Tagetes
Tainia
Tapiscia
Taraxacum
Tarrietia
Taxillus
Tecoma
Teijsmanniodendron
Telosma
Tephrosia
Teramnus
Terminalia
Ternstroemia
Tetradium
Tetrameles
Tetrastigma
Teucrium
Thalassia
Thecopus
Thecostele
Thelasis
Thelypteris
Themeda
Theobroma
Thespesia
Thespis
Thismia
Thladiantha
Thrixspermum
Thunbergia
Thunia
ThyrsantheraPierreexGagnep.
Thyrsostachys
Thysanotus
Tiliacora
Tinospora
Tithonia
Toona
Torilis
Tournefortia
Toxicodendron
Toxocarpus
Trachelospermum
Trachycarpus
Trachyspermum
Tragia
Trapa
Trema
Trevesia
Triadica
Trias
Tribulus
Trichoglottis
Trichomanes
Trichosanthes
Trichotosia
Tridax
Trifidacanthus
Trifolium
Trigastrotheca
Trigonella
Trigonospora
Trigonostemon
Trigonotis
Tripterospermum
Tristellateia
Triumfetta
Tropidia
Tubocapsicum
Tupistra
Turpinia
Tylophora
Typha
Typhonium
Uncifera
Uraria
Urceola
Urobotrya
Uvaria
Vaccinium
Vachellia
VachelliaorAcacia
Valeriana
Vallaris
Vanda
Vandopsis
Vanilla
Vatica
Verbena
Vernicia
Vernonia
Veronica
Vicia
Vicoa
Vietnamocalamus
Vietnamochloa
Vietnamosasa
VietorchisAver. & Averyanova
Vigna
Viola
Viscum
Visnaga
Vitex
Vitis
Vossia
Walsura
Wedelia
Wikstroemia
Willughbeia
Woodwardia
Wrightia
Wurfbainia
Xanthium
Xanthophyllum
Xantolis
Xylocarpus
Xylopia
Xyris
Youngia
Zantedeschia
Zehneria
Zenia
Zephyranthes
Zeuxine
Zingiber
Zinnia
ZizaniaL.
Zornia
Zostera
Zoysia
